hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,debris,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),(fp_entry-fn_entry+fp_exit-fn_exit),non_block,shadow check,debris check
1112,1613462400,47984961,47984961,15369536,11619,1696,22061046,25882077,33579,8259,525,1171,0.000699782,0.000172116,99.93,0.0172116,46325663,30663742,15465641,15465641,15465297,341,15465278,3,19,4,15,9.78354e-08,6.19624e-07,100,6.19624e-05,30860022,15198101,15174375,15199455,224234,15164542,1354,9833,23726,3975,19751,4504,20937,0.000646989,0.00156112,99.9353,0.156112,0.000462616,0.000341024,99.9642,0.0105253,112595,52779,-13909,224234,-125548,45907
1113,1613466000,48025772,48025772,15382791,11634,1696,22079788,25904103,33622,8259,525,1171,0.000700082,0.00017197,99.93,0.017197,46364359,30689524,15478880,15478880,15478536,341,15478517,3,19,4,15,9.77532e-08,6.19104e-07,100,6.19104e-05,30885479,15210644,15186907,15212002,224379,15177061,1358,9846,23737,3984,19753,4513,20939,0.00064731,0.00156055,99.9353,0.156055,0.000462822,0.000340854,99.9642,0.0105164,113302,53343,-13907,224379,-124984,46052
1114,1613469600,48068314,48068314,15396863,11647,1696,22099185,25927202,33668,8259,525,1171,0.00070042,0.000171818,99.93,0.0171818,46396145,30712219,15492928,15492928,15492584,341,15492565,3,19,4,15,9.7681e-08,6.18646e-07,100,6.18646e-05,30903217,15219291,15195543,15220650,224579,15185687,1359,9856,23748,3993,19755,4522,20941,0.000647599,0.00156039,99.9352,0.156039,0.000463054,0.000340703,99.9642,0.0105077,118714,58554,-13908,224579,-119773,46252
1115,1613473200,48106837,48106837,15409668,11657,1696,22116230,25948647,33701,8259,525,1171,0.000700545,0.00017168,99.9299,0.017168,46431062,30735909,15505726,15505726,15505382,341,15505363,3,19,4,15,9.76057e-08,6.18169e-07,100,6.18169e-05,30925336,15230183,15206419,15231550,224737,15196557,1367,9862,23764,4008,19756,4537,20942,0.00064753,0.00156032,99.9352,0.156032,0.000463109,0.000340608,99.9642,0.0104994,120636,60308,-13918,224737,-118019,46410
1116,1613476800,48151526,48151526,15424220,11676,1696,22136321,25973190,33756,8259,525,1171,0.000701037,0.000171521,99.9299,0.0171521,46474824,30764796,15520240,15520240,15519896,341,15519877,3,19,4,15,9.75141e-08,6.17589e-07,100,6.17589e-05,30954584,15244556,15220784,15245924,224987,15210905,1368,9879,23772,4013,19759,4542,20945,0.000648035,0.00155938,99.9352,0.155938,0.000463441,0.000340375,99.9641,0.0104896,120785,60216,-13909,224987,-118111,46660
1117,1613480400,48204290,48204290,15441299,11694,1696,22160663,26001557,33811,8259,525,1171,0.000701411,0.000171333,99.9299,0.0171333,46515670,30793499,15537308,15537308,15536964,341,15536945,3,19,4,15,9.74232e-08,6.17013e-07,100,6.17013e-05,30978362,15256191,15232416,15257559,225241,15222528,1368,9888,23775,4016,19759,4545,20945,0.00064813,0.00155838,99.9352,0.155838,0.000463662,0.000340071,99.9641,0.0104788,126221,65404,-13903,225241,-112923,46914
1118,1613484000,48252745,48252745,15457135,11707,1696,22183072,26027557,33857,8259,525,1171,0.00070166,0.000171161,99.9298,0.0171161,46564228,30825439,15553130,15553130,15552786,341,15552767,3,19,4,15,9.73222e-08,6.16374e-07,100,6.16374e-05,31011098,15272309,15248534,15273677,225491,15238634,1368,9900,23775,4016,19759,4545,20945,0.000648232,0.00155674,99.9352,0.155674,0.000463803,0.000339723,99.9641,0.0104681,125925,64870,-13891,225491,-113457,47164
1119,1613487600,48300250,48300250,15472995,11730,1696,22204564,26053502,33925,8259,525,1171,0.000702377,0.000170993,99.9298,0.0170993,46598220,30850127,15568968,15568968,15568624,341,15568605,3,19,4,15,9.72443e-08,6.15881e-07,100,6.15881e-05,31029252,15281159,15257380,15282528,225717,15247470,1369,9910,23779,4020,19759,4549,20945,0.000648511,0.0015561,99.9352,0.15561,0.000464231,0.000339473,99.9641,0.0104586,132917,71642,-13885,225717,-106685,47390
1120,1613491200,48350396,48350396,15489285,11748,1696,22227056,26081099,33982,8259,525,1171,0.000702828,0.000170816,99.9297,0.0170816,46656011,30886870,15585223,15585223,15584879,341,15584860,3,19,4,15,9.71286e-08,6.15148e-07,100,6.15148e-05,31070788,15301647,15277866,15303016,225997,15267928,1369,9938,23781,4022,19759,4551,20945,0.000649473,0.00155415,99.9351,0.155415,0.000464602,0.000339109,99.9641,0.0104471,128686,67157,-13859,225997,-111170,47670
1121,1613494800,48401375,48401375,15506249,11759,1696,22249781,26109318,34017,8259,525,1171,0.000702811,0.000170636,99.9297,0.0170636,46712716,30923484,15602188,15602188,15601844,341,15601825,3,19,4,15,9.70136e-08,6.1442e-07,100,6.1442e-05,31110528,15321296,15297510,15322666,226217,15287562,1370,9948,23786,4027,19759,4556,20945,0.000649292,0.00155248,99.9351,0.155248,0.000464551,0.000338778,99.9641,0.0104356,126007,64263,-13854,226217,-114064,47890
1122,1613498400,48453045,48453045,15523146,11770,1697,22273302,26137432,34051,8260,526,1171,0.000702763,0.000170474,99.9297,0.0170474,46758750,30954706,15619062,15619062,15618718,341,15618699,3,19,4,15,9.69158e-08,6.138e-07,100,6.138e-05,31139688,15335644,15311853,15337015,226448,15301895,1371,9958,23791,4030,19761,4560,20947,0.000649337,0.00155135,99.9351,0.155135,0.000464539,0.000338493,99.9641,0.0104259,128538,66568,-13849,226448,-111759,48121
1123,1613502000,48501202,48501202,15539039,11782,1697,22294901,26163954,34087,8260,526,1171,0.000702807,0.000170305,99.9297,0.0170305,46821498,30993765,15634952,15634952,15634608,341,15634589,3,19,4,15,9.67937e-08,6.13027e-07,100,6.13027e-05,31186546,15358813,15335012,15360186,226706,15325037,1373,9975,23801,4040,19761,4570,20947,0.000649464,0.00154966,99.9351,0.154966,0.000464557,0.000338205,99.9641,0.0104145,121269,59048,-13842,226706,-119279,48379
1124,1613505600,48542480,48542480,15552580,11790,1697,22313085,26187021,34113,8261,526,1171,0.000702745,0.000170181,99.9297,0.0170181,46852260,31015649,15648484,15648484,15648140,341,15648121,3,19,4,15,9.67254e-08,6.12594e-07,100,6.12594e-05,31203776,15367165,15343364,15368538,226969,15333383,1373,9981,23801,4040,19761,4570,20947,0.000649502,0.00154882,99.9351,0.154882,0.000464544,0.00033796,99.9641,0.0104075,126449,63971,-13836,226969,-114356,48642
1125,1613509200,48585365,48585365,15566591,11803,1697,22332643,26210302,34159,8261,526,1171,0.000703072,0.000170031,99.9297,0.0170031,46903547,31048053,15662477,15662477,15662133,341,15662114,3,19,4,15,9.66244e-08,6.11955e-07,100,6.11955e-05,31241070,15385576,15361774,15386949,227205,15351780,1373,9994,23802,4041,19761,4571,20947,0.000649569,0.00154703,99.935,0.154703,0.000464707,0.000337638,99.9641,0.0103976,122032,59330,-13824,227205,-118997,48878
1126,1613512800,48625909,48625909,15579855,11816,1698,22350997,26232453,34197,8262,527,1171,0.000703267,0.000169909,99.9297,0.0169909,46945191,31075308,15675729,15675729,15675385,341,15675366,3,19,4,15,9.65397e-08,6.11418e-07,100,6.11418e-05,31269462,15399579,15375776,15400953,227397,15365766,1374,10010,23803,4042,19761,4573,20947,0.000650018,0.00154569,99.935,0.154569,0.000464875,0.000337368,99.964,0.0103901,121282,58403,-13809,227397,-119924,49070
1127,1613516400,48663867,48663867,15592506,11826,1698,22368127,26253249,34229,8262,527,1171,0.000703376,0.000169777,99.9297,0.0169777,46994910,31106278,15688366,15688366,15688022,341,15688003,3,19,4,15,9.64436e-08,6.10809e-07,100,6.10809e-05,31306544,15417912,15394098,15419286,227605,15384069,1374,10029,23814,4052,19762,4583,20948,0.000650477,0.00154457,99.935,0.154457,0.000464985,0.000337175,99.964,0.0103811,115597,52518,-13801,227605,-125809,49278
1128,1613520000,48696584,48696584,15603352,11833,1698,22383095,26270980,34247,8262,527,1171,0.000703273,0.000169663,99.9297,0.0169663,47027556,31127818,15699192,15699192,15698848,341,15698829,3,19,4,15,9.63768e-08,6.10387e-07,100,6.10386e-05,31328364,15428626,15404808,15430001,227800,15394773,1375,10035,23818,4053,19765,4584,20951,0.000650414,0.00154375,99.935,0.154375,0.00046492,0.000336987,99.9641,0.010374,115713,52441,-13799,227800,-125886,49473
1129,1613523600,48729603,48729603,15613271,11848,1700,22397997,26289046,34294,8266,529,1171,0.000703761,0.00016963,99.9296,0.016963,47053884,31146387,15710376,15710376,15710032,341,15710013,3,19,4,15,9.63194e-08,6.10023e-07,100,6.10023e-05,31343508,15436011,15412192,15437386,227987,15402149,1375,10043,23819,4054,19765,4587,20951,0.000650621,0.00154308,99.9349,0.154308,0.000465209,0.000336831,99.964,0.0103723,119513,56061,-13792,227987,-122266,49660
1130,1613527200,48759110,48759110,15621947,11856,1700,22412306,26304223,34315,8266,529,1171,0.000703766,0.000169527,99.9296,0.0169527,47080622,31164157,15719444,15719444,15719100,341,15719081,3,19,4,15,9.62644e-08,6.09675e-07,100,6.09675e-05,31361178,15444713,15420894,15446088,228120,15410845,1375,10049,23819,4054,19765,4587,20951,0.000650643,0.00154221,99.9349,0.154221,0.000465219,0.000336633,99.964,0.0103662,119879,56300,-13786,228120,-122027,49793
1131,1613530800,48790547,48790547,15632148,11861,1700,22425859,26322093,34329,8266,529,1171,0.000703599,0.000169418,99.9296,0.0169418,47115890,31186745,15729636,15729636,15729292,341,15729273,3,19,4,15,9.61947e-08,6.09233e-07,100,6.09233e-05,31386254,15457109,15433290,15458484,228262,15423229,1375,10061,23819,4054,19765,4587,20951,0.000650898,0.00154097,99.9349,0.154097,0.000465168,0.000336399,99.964,0.0103592,117675,53966,-13774,228262,-124361,49935
1132,1613534400,48821470,48821470,15642005,11871,1700,22439774,26339070,34360,8266,529,1171,0.000703789,0.000169311,99.9296,0.0169311,47149838,31208561,15739490,15739490,15739146,341,15739127,3,19,4,15,9.61275e-08,6.08807e-07,100,6.08807e-05,31410348,15469071,15445240,15470446,228347,15435170,1375,10070,23831,4062,19769,4595,20955,0.000650976,0.00154056,99.9349,0.154056,0.000465271,0.000336296,99.964,0.0103524,115579,51782,-13777,228347,-126545,50020
1133,1613538000,48850285,48850285,15650866,11877,1700,22452319,26355327,34373,8266,529,1171,0.00070364,0.000169211,99.9296,0.0169211,47169567,31222742,15748359,15748359,15748015,341,15747996,3,19,4,15,9.60838e-08,6.08531e-07,100,6.08531e-05,31421208,15474383,15450538,15475758,228465,15440465,1375,10073,23845,4062,19783,4595,20969,0.000650947,0.00154093,99.9349,0.154093,0.000465204,0.000336273,99.964,0.0103468,119150,55224,-13788,228465,-123103,50138
1134,1613541600,48885550,48885550,15662235,11887,1700,22467396,26375484,34404,8266,529,1171,0.000703766,0.000169089,99.9296,0.0169089,47207098,31247063,15759722,15759722,15759378,341,15759359,3,19,4,15,9.6009e-08,6.08057e-07,100,6.08057e-05,31447376,15487341,15463482,15488716,228591,15453396,1375,10086,23859,4063,19796,4596,20982,0.000651242,0.00154055,99.9349,0.154055,0.000465311,0.000336164,99.964,0.0103391,117569,53516,-13789,228591,-124811,50264
1135,1613545200,48938971,48938971,15678404,11900,1700,22491122,26405139,34444,8266,529,1171,0.000703815,0.000168904,99.9296,0.0168904,47257020,31280245,15776390,15776390,15776046,341,15776027,3,19,4,15,9.59072e-08,6.07412e-07,100,6.07412e-05,31480630,15503855,15479975,15505230,228704,15469875,1375,10100,23880,4069,19811,4602,20997,0.000651451,0.00154026,99.9349,0.154026,0.000465374,0.000336021,99.964,0.010328,117744,53571,-13796,228704,-124756,50377
1136,1613548800,48994758,48994758,15695501,11916,1700,22517314,26434694,34484,8266,529,1171,0.00070383,0.000168712,99.9296,0.0168712,47302149,31311543,15794119,15794119,15793775,341,15793756,3,19,4,15,9.58113e-08,6.06805e-07,100,6.06805e-05,31508030,15517424,15493543,15518799,228835,15483432,1375,10111,23881,4069,19812,4602,20998,0.00065159,0.00153898,99.9348,0.153898,0.000465417,0.000335679,99.964,0.0103167,121905,57611,-13786,228835,-120716,50508
1137,1613552400,49048910,49048910,15712312,11936,1700,22541701,26464394,34549,8266,529,1171,0.000704379,0.000168526,99.9296,0.0168526,47356852,31347117,15810910,15810910,15810566,341,15810547,3,19,4,15,9.57026e-08,6.06116e-07,100,6.06116e-05,31545942,15536207,15512326,15537583,229007,15502191,1376,10135,23881,4069,19812,4602,20998,0.000652347,0.00153712,99.9348,0.153712,0.000465818,0.000335299,99.964,0.0103052,119913,55471,-13762,229007,-122856,50680
1138,1613556000,49105294,49105294,15729275,11958,1700,22567250,26495153,34625,8266,529,1171,0.000705117,0.000168332,99.9295,0.0168332,47403813,31378887,15827851,15827851,15827507,341,15827488,3,19,4,15,9.56057e-08,6.05503e-07,100,6.05503e-05,31575962,15551036,15527153,15552412,229188,15517006,1376,10147,23883,4070,19813,4603,20999,0.000652497,0.00153578,99.9348,0.153578,0.000466235,0.00033496,99.9639,0.0102939,122027,57414,-13752,229188,-120913,50861
1139,1613559600,49152788,49152788,15744297,11970,1700,22588371,26521492,34659,8266,529,1171,0.000705128,0.000168169,99.9295,0.0168169,47442575,31405575,15842851,15842851,15842507,341,15842488,3,19,4,15,9.55244e-08,6.04988e-07,100,6.04988e-05,31599724,15562724,15538841,15564100,229381,15528686,1376,10155,23883,4070,19813,4603,20999,0.000652521,0.00153463,99.9348,0.153463,0.000466256,0.000334661,99.9639,0.0102845,125339,60541,-13744,229381,-117786,51054
1140,1613563200,49201423,49201423,15759688,11984,1700,22609907,26548558,34692,8266,529,1171,0.000705102,0.000168003,99.9295,0.0168003,47481263,31432383,15858231,15858231,15857887,341,15857868,3,19,4,15,9.5443e-08,6.04472e-07,100,6.04472e-05,31623032,15574152,15550267,15575531,229603,15540102,1379,10165,23885,4071,19814,4604,21000,0.000652684,0.00153363,99.9347,0.153363,0.000466282,0.00033438,99.9639,0.0102748,129293,64281,-13736,229603,-114046,51276
1141,1613566800,49254892,49254892,15776321,12012,1700,22633795,26578054,34777,8266,529,1171,0.000706062,0.000167821,99.9294,0.0167821,47521272,31460429,15874826,15874826,15874482,341,15874463,3,19,4,15,9.53579e-08,6.03933e-07,100,6.03933e-05,31646446,15585603,15561714,15586982,229859,15551536,1379,10178,23889,4074,19815,4607,21001,0.000653039,0.00153276,99.9347,0.153276,0.000466849,0.000334099,99.9639,0.0102645,134441,69182,-13727,229859,-109145,51532
1142,1613570400,49306590,49306590,15792679,12021,1700,22656548,26606969,34807,8266,529,1171,0.00070593,0.000167645,99.9294,0.0167645,47554574,31484894,15891160,15891160,15890816,341,15890797,3,19,4,15,9.52838e-08,6.03464e-07,100,6.03464e-05,31663414,15593734,15569814,15595115,230210,15559633,1381,10181,23920,4105,19815,4638,21001,0.00065289,0.00153395,99.9347,0.153395,0.000466783,0.000334128,99.9639,0.0102548,142675,77037,-13755,230210,-101290,51883
1143,1613574000,49358535,49358535,15810112,12039,1700,22679792,26635615,34862,8266,529,1171,0.000706301,0.000167469,99.9294,0.0167469,47609323,31520617,15908569,15908569,15908225,341,15908206,3,19,4,15,9.51758e-08,6.0278e-07,100,6.0278e-05,31700754,15612048,15588114,15613432,230563,15577918,1384,10196,23934,4119,19815,4652,21001,0.000653085,0.00153305,99.9347,0.153305,0.000466996,0.000333906,99.9639,0.0102437,141784,75794,-13754,230563,-102533,52236
1144,1613577600,49410945,49410945,15827076,12052,1700,22703546,26664230,34903,8266,529,1171,0.000706382,0.000167291,99.9294,0.0167291,47659619,31553941,15925521,15925521,15925177,341,15925158,3,19,4,15,9.50753e-08,6.02144e-07,100,6.02144e-05,31734098,15628420,15604477,15629806,230859,15594266,1386,10211,23943,4128,19815,4661,21001,0.000653361,0.00153202,99.9347,0.153202,0.000467082,0.000333646,99.9639,0.0102328,142373,76093,-13748,230859,-102234,52532
1145,1613581200,49463961,49463961,15843881,12074,1700,22727837,26692891,34967,8266,529,1171,0.000706919,0.000167112,99.9293,0.0167112,47701320,31582827,15942300,15942300,15941956,341,15941937,3,19,4,15,9.49883e-08,6.01593e-07,100,6.01593e-05,31759020,15640527,15616583,15641914,231211,15606359,1387,10224,23944,4129,19815,4662,21001,0.000653686,0.00153089,99.9346,0.153089,0.000467424,0.000333332,99.9638,0.0102225,147046,80426,-13736,231211,-97901,52884
1146,1613584800,49514293,49514293,15859756,12101,1700,22750828,26720145,35054,8266,529,1171,0.000707957,0.000166942,99.9292,0.0166942,47737653,31608641,15958153,15958153,15957809,341,15957790,3,19,4,15,9.49108e-08,6.01101e-07,100,6.01101e-05,31779500,15650488,15626506,15651877,231488,15616266,1389,10240,23982,4160,19822,4693,21008,0.000654293,0.00153235,99.9346,0.153235,0.000468073,0.000333428,99.9638,0.0102129,152976,86057,-13758,231488,-92270,53161
1147,1613588400,49567753,49567753,15876571,12119,1700,22775175,26749201,35111,8266,529,1171,0.000708344,0.000166762,99.9292,0.0166762,47794087,31644914,15974943,15974943,15974599,341,15974580,3,19,4,15,9.4802e-08,6.00412e-07,100,6.00412e-05,31819144,15669971,15645985,15671363,231823,15635722,1392,10263,23986,4162,19824,4695,21010,0.000654947,0.0015307,99.9345,0.15307,0.000468371,0.000333094,99.9637,0.0102016,150287,83052,-13739,231823,-95275,53496
1148,1613592000,49627836,49627836,15895289,12144,1700,22802859,26781524,35187,8266,529,1171,0.000709017,0.00016656,99.9291,0.016656,47873428,31693505,15993640,15993640,15993296,341,15993277,3,19,4,15,9.46566e-08,5.99492e-07,100,5.99492e-05,31879788,15699865,15675859,15701258,232250,15665562,1393,10297,24006,4181,19825,4714,21011,0.000655866,0.00152906,99.9344,0.152906,0.000468836,0.000332824,99.9637,0.010188,139110,71462,-13725,232250,-106865,53923
1149,1613595600,49679599,49679599,15911566,12161,1700,22826660,26809422,35251,8266,529,1171,0.000709567,0.000166386,99.929,0.0166386,47907000,31718052,16009900,16009900,16009556,341,16009537,3,19,4,15,9.45834e-08,5.99028e-07,100,5.99028e-05,31897100,15708152,15684146,15709545,232619,15673840,1393,10306,24006,4181,19825,4714,21011,0.000656092,0.00152825,99.9344,0.152825,0.000469179,0.000332534,99.9637,0.0101784,147083,79075,-13716,232619,-99252,54292
1150,1613599200,49725068,49725068,15925649,12193,1700,22847489,26833954,35359,8266,529,1171,0.00071109,0.000166234,99.9289,0.0166234,47933766,31738071,16023948,16023948,16023604,341,16023585,3,19,4,15,9.45237e-08,5.9865e-07,100,5.9865e-05,31909818,15714123,15690116,15715516,233007,15679799,1393,10317,24007,4181,19826,4714,21012,0.000656543,0.00152773,99.9343,0.152773,0.000470058,0.0003323,99.9636,0.0101702,155161,86775,-13706,233007,-91552,54680
1151,1613602800,49777433,49777433,15940518,12222,1700,22872965,26860758,35444,8266,529,1171,0.00071205,0.000166059,99.9288,0.0166059,48006036,31782128,16040440,16040440,16040096,341,16040077,3,19,4,15,9.43927e-08,5.9782e-07,100,5.9782e-05,31965596,15741688,15717672,15743082,233330,15707306,1394,10366,24016,4189,19827,4722,21013,0.000658506,0.00152563,99.9342,0.152563,0.000470837,0.000331969,99.9636,0.0101582,144097,75428,-13666,233330,-102899,55003
1152,1613606400,49818383,49818383,15953281,12247,1700,22891815,26882806,35496,8266,529,1171,0.000712508,0.000165923,99.9287,0.0165923,48044222,31807544,16053516,16053516,16053172,341,16053153,3,19,4,15,9.43173e-08,5.97343e-07,100,5.97343e-05,31990706,15754028,15729993,15755422,233545,15719620,1394,10373,24035,4208,19827,4741,21013,0.000658435,0.00152564,99.9342,0.152564,0.000471062,0.000331896,99.9636,0.01015,144852,75956,-13678,233545,-102371,55218
1153,1613610000,49851858,49851858,15964157,12260,1700,22906555,26901504,35533,8266,529,1171,0.000712772,0.000165811,99.9287,0.0165811,48110269,31845750,16064381,16064381,16064037,341,16064018,3,19,4,15,9.42041e-08,5.96626e-07,100,5.96626e-05,32045888,15781369,15757298,15782766,233790,15746896,1397,10402,24071,4239,19832,4772,21018,0.000659132,0.00152528,99.9341,0.152528,0.000471261,0.000331928,99.9635,0.0101411,128412,59264,-13685,233790,-119063,55463
1154,1613613600,49883113,49883113,15974046,12273,1700,22920627,26918655,35565,8266,529,1171,0.000712967,0.000165707,99.9287,0.0165707,48132923,31861880,16074253,16074253,16073909,341,16073890,3,19,4,15,9.41564e-08,5.96324e-07,100,5.96324e-05,32058670,15787627,15763556,15789024,233923,15753145,1397,10411,24071,4239,19832,4772,21018,0.00065944,0.00152467,99.9341,0.152467,0.000471422,0.000331745,99.9635,0.0101352,132026,62754,-13676,233923,-115573,55596
1155,1613617200,49916850,49916850,15984646,12286,1700,22935623,26937358,35603,8266,529,1171,0.000713246,0.000165595,99.9287,0.0165595,48178130,31889576,16084836,16084836,16084492,341,16084473,3,19,4,15,9.40746e-08,5.95806e-07,100,5.95806e-05,32093294,15804740,15780658,15806140,234119,15770226,1400,10432,24082,4250,19832,4783,21018,0.000660055,0.00152372,99.934,0.152372,0.000471647,0.000331591,99.9635,0.0101276,125507,56049,-13666,234119,-122278,55792
1156,1613620800,49950655,49950655,15995259,12293,1700,22950372,26956391,35626,8266,529,1171,0.000713224,0.000165483,99.9287,0.0165483,48219334,31915359,16095446,16095446,16095102,341,16095083,3,19,4,15,9.39986e-08,5.95325e-07,100,5.95325e-05,32123888,15819913,15795812,15821316,234240,15785369,1403,10443,24101,4268,19833,4801,21019,0.000660117,0.00152346,99.934,0.152346,0.000471634,0.000331532,99.9635,0.0101202,120963,51376,-13674,234240,-126951,55913
1157,1613624400,49985641,49985641,16006031,12301,1700,22966124,26975602,35649,8266,529,1171,0.000713185,0.000165367,99.9287,0.0165367,48258453,31940285,16106467,16106467,16106123,341,16106104,3,19,4,15,9.39253e-08,5.9486e-07,100,5.9486e-05,32151986,15833818,15809702,15835222,234383,15799251,1404,10451,24116,4283,19833,4816,21019,0.000660043,0.00152307,99.934,0.152307,0.000471595,0.000331435,99.9635,0.0101128,118094,48357,-13681,234383,-129970,56056
1158,1613628000,50027140,50027140,16018580,12318,1700,22984890,26998281,35703,8266,529,1171,0.000713673,0.00016523,99.9286,0.016523,48284176,31959490,16119466,16119466,16119122,341,16119103,3,19,4,15,9.38688e-08,5.94503e-07,100,5.94503e-05,32164710,15840024,15815907,15841428,234538,15805448,1404,10459,24117,4283,19834,4816,21020,0.000660289,0.00152254,99.934,0.152254,0.000471906,0.000331219,99.9635,0.0101053,124888,55003,-13674,234538,-123324,56211
1159,1613631600,50077496,50077496,16033840,12334,1700,23007035,27026440,35755,8266,529,1171,0.000713993,0.000165064,99.9286,0.0165064,48324059,31987068,16135039,16135039,16134695,341,16134676,3,19,4,15,9.37879e-08,5.9399e-07,100,5.9399e-05,32189020,15852029,15827911,15853433,234688,15817440,1404,10471,24118,4283,19835,4816,21021,0.000660546,0.00152145,99.9339,0.152145,0.000472126,0.000330925,99.9635,0.0100957,128457,58433,-13663,234688,-119894,56361
1160,1613635200,50136960,50136960,16049910,12348,1701,23033703,27059188,35802,8267,529,1172,0.000714084,0.000164888,99.9286,0.0164888,48373390,32020946,16153680,16153680,16153336,341,16153317,3,19,4,15,9.36887e-08,5.93362e-07,100,5.93362e-05,32219710,15867266,15843147,15868670,234796,15832659,1404,10488,24119,4284,19835,4817,21022,0.000660983,0.00152005,99.9339,0.152005,0.000472256,0.000330578,99.9635,0.0100855,131862,61746,-13647,234796,-116581,56469
1161,1613638800,50183656,50183656,16064133,12364,1701,23053721,27085816,35852,8267,529,1172,0.000714416,0.000164735,99.9286,0.0164735,48409388,32045986,16168114,16168114,16167770,341,16167751,3,19,4,15,9.36155e-08,5.92898e-07,100,5.92898e-05,32241274,15877872,15853744,15879278,234970,15843248,1406,10496,24128,4285,19843,4818,21030,0.000661046,0.0015196,99.9339,0.15196,0.000472451,0.000330393,99.9634,0.0100767,135699,65408,-13648,234970,-112919,56643
1162,1613642400,50232729,50232729,16079316,12381,1701,23074872,27113690,35900,8267,529,1172,0.000714673,0.000164574,99.9285,0.0164574,48447532,32072467,16183290,16183290,16182946,341,16182927,3,19,4,15,9.35382e-08,5.92408e-07,100,5.92408e-05,32264242,15889177,15865046,15890583,235149,15854539,1406,10507,24131,4285,19846,4818,21033,0.000661268,0.00151871,99.9339,0.151871,0.000472634,0.000330131,99.9634,0.0100674,139573,69111,-13640,235149,-109216,56822
1163,1613646000,50277864,50277864,16093538,12395,1701,23094411,27139241,35945,8267,529,1172,0.000714927,0.000164426,99.9285,0.0164426,48494977,32103069,16197489,16197489,16197145,341,16197126,3,19,4,15,9.3449e-08,5.91844e-07,100,5.91844e-05,32297488,15905580,15881447,15906988,235367,15870921,1408,10526,24133,4286,19847,4819,21034,0.00066178,0.00151727,99.9338,0.151727,0.000472842,0.000329842,99.9634,0.0100582,137371,66708,-13623,235367,-111619,57040
1164,1613649600,50325920,50325920,16108608,12407,1701,23116375,27165303,35975,8267,529,1172,0.00071484,0.000164269,99.9285,0.0164269,48538699,32132220,16212541,16212541,16212197,341,16212178,3,19,4,15,9.33642e-08,5.91307e-07,100,5.91307e-05,32326158,15919679,15895546,15921087,235603,15885009,1408,10537,24133,4286,19847,4819,21034,0.000661885,0.00151592,99.9338,0.151592,0.00047282,0.000329536,99.9634,0.0100487,138324,67436,-13612,235603,-110891,57276
1165,1613653200,50373639,50373639,16124094,12424,1701,23137650,27191705,36017,8267,529,1172,0.000714997,0.000164114,99.9285,0.0164114,48578582,32159624,16228012,16228012,16227668,341,16227649,3,19,4,15,9.32847e-08,5.90803e-07,100,5.90803e-05,32350570,15931612,15907475,15933023,235872,15896933,1411,10542,24137,4290,19847,4823,21034,0.000661703,0.00151504,99.9338,0.151504,0.000472879,0.000329285,99.9634,0.0100396,141866,70710,-13611,235872,-107617,57545
1166,1613656800,50427181,50427181,16141032,12446,1701,23162235,27220592,36087,8267,529,1172,0.000715626,0.000163939,99.9284,0.0163939,48630789,32193935,16244927,16244927,16244583,341,16244564,3,19,4,15,9.31852e-08,5.90173e-07,100,5.90173e-05,32385862,15949008,15924869,15950419,236121,15914303,1411,10566,24139,4292,19847,4825,21034,0.000662486,0.00151351,99.9337,0.151351,0.000473328,0.000328954,99.9634,0.0100289,141387,70004,-13589,236121,-108323,57794
1167,1613660400,50481240,50481240,16158340,12470,1701,23186420,27250398,36155,8267,529,1172,0.000716207,0.000163764,99.9284,0.0163764,48670596,32222191,16262218,16262218,16261874,341,16261855,3,19,4,15,9.31035e-08,5.89656e-07,100,5.89656e-05,32408378,15959973,15935823,15961385,236413,15925247,1412,10576,24150,4292,19858,4825,21045,0.000662658,0.00151316,99.9337,0.151316,0.000473671,0.000328754,99.9633,0.0100189,147724,76048,-13590,236413,-102279,58086
1168,1613664000,50532185,50532185,16174535,12503,1701,23210335,27277325,36258,8267,529,1172,0.000717523,0.000163599,99.9283,0.0163599,48709602,32249518,16278380,16278380,16278036,341,16278017,3,19,4,15,9.30246e-08,5.89156e-07,100,5.89156e-05,32431222,15971138,15946981,15972551,236669,15936390,1413,10591,24157,4299,19858,4832,21045,0.000663134,0.00151254,99.9337,0.151254,0.000474437,0.000328527,99.9633,0.0100095,152728,80804,-13582,236669,-97523,58342
