hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,debris,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),(fp_entry-fn_entry+fp_exit-fn_exit),non_block,shadow check,debris check
1,1609462800,30009,30009,9509,0,0,13700,16309,0,0,0,0,0,0,100,0,28310,18049,9487,9487,9487,0,9487,0,0,0,0,0,0,100,0,18823,8562,8562,8563,50,8562,1,0,0,0,0,0,0,0,0,100,0,0,0,100,0,925,875,0,50,875,50
2,1609466400,58732,58732,19068,0,0,26336,32396,0,0,0,0,0,0,100,0,57383,35843,18507,18507,18507,0,18507,0,0,0,0,0,0,100,0,38876,17336,17336,17342,98,17336,6,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1171,1073,0,98,1073,98
3,1609470000,84675,84675,27375,0,0,38097,46578,0,0,0,0,0,0,100,0,81814,52129,26814,26814,26814,0,26814,0,0,0,0,0,0,100,0,55000,25315,25315,25321,129,25315,6,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1499,1370,0,129,1370,129
4,1609473600,108333,108333,34731,0,0,48690,59643,0,0,0,0,0,0,100,0,103037,66324,34167,34167,34167,0,34167,0,0,0,0,0,0,100,0,68870,32157,32157,32163,199,32157,6,0,0,0,0,0,0,0,0,100,0,0,0,100,0,2010,1811,0,199,1811,199
5,1609477200,131116,131116,41887,0,0,58986,72130,0,0,0,0,0,0,100,0,126081,81324,41325,41325,41325,0,41325,0,0,0,0,0,0,100,0,84756,39999,39999,40005,280,39999,6,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1326,1046,0,280,1046,280
6,1609480800,153429,153429,48903,0,0,69156,84273,0,0,0,0,0,0,100,0,143395,93338,48335,48335,48335,0,48335,0,0,0,0,0,0,100,0,95060,45003,45003,45009,374,45003,6,0,0,0,0,0,0,0,0,100,0,0,0,100,0,3332,2958,0,374,2958,374
7,1609484400,179419,179419,57300,0,0,80557,98862,0,0,0,0,0,0,100,0,172089,111527,56717,56717,56717,0,56717,0,0,0,0,0,0,100,0,115372,54810,54810,54821,450,54810,11,0,0,0,0,0,0,0,0,100,0,0,0,100,0,1907,1457,0,450,1457,450
8,1609488000,207641,207641,66310,0,0,93229,114412,0,0,0,0,0,0,100,0,200799,130235,65727,65727,65726,0,65726,1,0,0,0,7.67843e-06,0,99.9992,0,135072,64508,64508,64519,564,64508,11,0,0,0,0,0,0,0,0,100,0,2.48519e-06,0,99.9997,0,1218,655,1,564,655,564
9,1609491600,240216,240216,76464,0,0,108177,132039,0,0,0,0,0,0,100,0,228206,148742,75878,75878,75877,0,75877,1,0,0,0,6.72305e-06,0,99.9993,0,152328,72864,72864,72879,647,72864,15,0,0,0,0,0,0,0,0,100,0,2.16534e-06,0,99.9998,0,3013,2367,1,647,2367,647
10,1609495200,273289,273289,86848,0,0,123116,150173,0,0,0,0,0,0,100,0,254616,167026,86252,86252,86251,0,86251,1,0,0,0,5.98709e-06,0,99.9994,0,168364,80774,80774,80790,738,80774,16,0,0,0,0,0,0,0,0,100,0,1.91906e-06,0,99.9998,0,5477,4740,1,738,4740,738
11,1609498800,308995,308995,98162,0,0,139457,169538,0,0,0,0,0,0,100,0,295274,192553,97535,97535,97534,0,97534,1,0,0,0,5.19338e-06,0,99.9995,0,197739,95018,95018,95093,856,95018,75,0,0,0,0,0,0,0,0,100,0,1.67626e-06,0,99.9998,0,2516,1661,1,856,1661,856
12,1609502400,344242,344242,109180,0,0,155477,188765,0,0,0,0,0,0,100,0,326743,213646,108551,108551,108550,0,108550,1,0,0,0,4.68064e-06,0,99.9995,0,218192,105095,105095,105181,956,105095,86,0,0,0,0,0,0,0,0,100,0,1.50833e-06,0,99.9998,0,3455,2500,1,956,2500,956
13,1609506000,380257,380257,120792,0,0,172245,208012,0,0,0,0,0,0,100,0,363810,237881,120166,120166,120165,0,120165,1,0,0,0,4.20378e-06,0,99.9996,0,243644,117715,117715,117801,1042,117715,86,0,0,0,0,0,0,0,0,100,0,1.35897e-06,0,99.9999,0,2450,1409,1,1042,1409,1042
14,1609509600,417842,417842,132838,0,0,189523,228319,0,0,0,0,0,0,100,0,401361,262552,132200,132200,132199,0,132199,1,0,0,0,3.80877e-06,0,99.9996,0,269161,130352,130352,130440,1145,130352,88,0,0,0,0,0,0,0,0,100,0,1.23343e-06,0,99.9999,0,1847,703,1,1145,703,1145
15,1609513200,458455,458455,145214,0,0,209049,249406,0,0,0,0,0,0,100,0,427904,281906,144585,144585,144584,0,144584,1,0,0,0,3.54728e-06,0,99.9996,0,283319,137321,137321,137409,1251,137321,88,0,0,0,0,0,0,0,0,100,0,1.13936e-06,0,99.9999,0,7263,6013,1,1251,6013,1251
16,1609516800,499354,499354,157945,3,0,228264,271087,3,0,0,0,6.00776e-06,0,99.9994,0,471017,309679,157308,157308,157307,0,157307,1,0,0,0,3.22915e-06,0,99.9997,0,313709,152371,152371,152459,1380,152371,88,0,0,0,0,0,0,0,0,100,0,4.16058e-06,0,99.9996,0,4936,3557,1,1380,3557,1380
17,1609520400,540893,540893,171282,3,0,247389,293501,3,0,0,0,5.54638e-06,0,99.9994,0,513268,337404,170631,170631,170630,0,170630,1,0,0,0,2.96381e-06,0,99.9997,0,342637,166773,166773,166861,1428,166773,88,0,0,0,0,0,0,0,0,100,0,3.82749e-06,0,99.9996,0,3857,2430,1,1428,2430,1428
18,1609524000,583173,583173,184641,4,0,267074,316093,6,0,0,0,1.02885e-05,0,99.999,0,557182,365614,183989,183989,183988,0,183988,1,0,0,0,2.73513e-06,0,99.9997,0,373193,181625,181624,181810,1517,181623,185,1,1,1,0,1,0,5.50585e-06,5.50585e-06,99.9995,0.000550585,7.07707e-06,8.84633e-07,99.9994,0,2364,848,1,1517,848,1517
19,1609527600,627143,627143,198426,4,0,288219,338918,6,0,0,0,9.5672e-06,0,99.999,0,598746,392935,197747,197747,197746,0,197746,1,0,0,0,2.54495e-06,0,99.9997,0,400999,195188,195187,195425,1618,195186,237,1,1,1,0,1,0,5.12327e-06,5.12327e-06,99.9995,0.000512327,6.58292e-06,8.22865e-07,99.9994,0,2559,942,1,1618,942,1618
20,1609531200,666328,666328,210746,4,0,306503,359819,6,0,0,0,9.00457e-06,0,99.9991,0,621545,410383,210083,210083,210082,0,210082,1,0,0,0,2.43675e-06,0,99.9998,0,411462,200300,200299,200537,1736,200298,237,1,1,1,0,1,0,4.99251e-06,4.99251e-06,99.9995,0.000499251,6.26463e-06,7.83079e-07,99.9995,0,9783,8048,1,1736,8048,1736
21,1609534800,705642,705642,223225,4,0,324536,381100,6,0,0,0,8.5029e-06,0,99.9991,0,667214,439271,222551,222551,222550,0,222550,1,0,0,0,2.2765e-06,0,99.9998,0,444663,216720,216719,216957,1913,216718,237,1,1,1,0,1,0,4.61425e-06,4.61425e-06,99.9995,0.000461425,5.8753e-06,7.34412e-07,99.9995,0,5831,3919,1,1913,3919,1913
22,1609538400,743423,743423,235071,4,0,341943,401474,6,0,0,0,8.07078e-06,0,99.9992,0,708907,465929,234393,234393,234392,0,234392,1,0,0,0,2.14625e-06,0,99.9998,0,474514,231536,231535,231773,2019,231534,237,1,1,1,0,1,0,4.31898e-06,4.31898e-06,99.9996,0.000431898,5.55213e-06,6.94016e-07,99.9995,0,2857,839,1,2019,839,2019
23,1609542000,778288,778288,246157,4,0,357765,420517,6,0,0,0,7.70923e-06,0,99.9992,0,738344,486033,245514,245514,245513,0,245513,1,0,0,0,2.05747e-06,0,99.9998,0,492830,240519,240518,240803,2122,240517,284,1,1,1,0,1,0,4.15768e-06,4.15768e-06,99.9996,0.000415768,5.31618e-06,6.64522e-07,99.9995,0,4995,2874,1,2122,2874,2122
24,1609545600,808904,808904,255824,4,0,371939,436959,6,0,0,0,7.41744e-06,0,99.9993,0,767548,505329,255183,255183,255182,0,255182,1,0,0,0,1.97891e-06,0,99.9998,0,512365,250146,250145,250439,2193,250144,293,1,1,1,0,1,0,3.99767e-06,3.99767e-06,99.9996,0.000399767,5.11385e-06,6.39231e-07,99.9995,0,5037,2845,1,2193,2845,2193
25,1609549200,839119,839119,265520,4,0,385690,453423,6,0,0,0,7.15036e-06,0,99.9993,0,798517,525566,264888,264888,264887,0,264887,1,0,0,0,1.90271e-06,0,99.9998,0,533629,260678,260677,260977,2276,260676,299,1,1,1,0,1,0,3.83615e-06,3.83615e-06,99.9996,0.000383615,4.92198e-06,6.15247e-07,99.9996,0,4210,1935,1,2276,1935,2276
26,1609552800,866124,866124,274334,4,0,397741,468377,6,0,0,0,6.92741e-06,0,99.9993,0,823990,542517,273695,273695,273694,0,273694,1,0,0,0,1.84326e-06,0,99.9998,0,550295,268822,268821,269143,2364,268820,321,1,1,1,0,1,0,3.71993e-06,3.71993e-06,99.9996,0.000371993,4.76911e-06,5.96138e-07,99.9996,0,4873,2510,1,2364,2510,2364
27,1609556400,889780,889780,281839,4,0,408334,481440,6,0,0,0,6.74324e-06,0,99.9993,0,836836,552506,281202,281202,281201,0,281201,1,0,0,0,1.80994e-06,0,99.9998,0,555634,271304,271303,271633,2532,271302,329,1,1,1,0,1,0,3.6859e-06,3.6859e-06,99.9996,0.00036859,4.66856e-06,5.8357e-07,99.9996,0,9898,7367,1,2532,7367,2532
28,1609560000,914517,914517,289663,4,0,419394,495117,6,0,0,0,6.56084e-06,0,99.9993,0,871462,573632,289034,289034,289033,0,289033,1,0,0,0,1.74328e-06,0,99.9998,0,582428,284598,284597,284929,2624,284596,331,1,1,1,0,1,0,3.51373e-06,3.51373e-06,99.9996,0.000351373,4.51277e-06,5.64096e-07,99.9996,0,4436,1813,1,2624,1813,2624
29,1609563600,938897,938897,297602,6,0,430358,508523,16,0,0,0,1.70413e-05,0,99.9983,0,898487,590642,296966,296966,296965,0,296965,1,0,0,0,1.69307e-06,0,99.9998,0,601521,293676,293675,294058,2720,293672,382,3,1,1,0,1,0,1.02153e-05,3.40511e-06,99.999,0.000340511,1.09696e-05,5.48482e-07,99.9991,0,3290,573,3,2720,573,2720
30,1609567200,965794,965794,306099,6,0,442410,523368,16,0,0,0,1.65667e-05,0,99.9983,0,922179,606522,305463,305463,305462,0,305462,1,0,0,0,1.64874e-06,0,99.9998,0,616716,301059,301058,301488,2768,301055,429,3,1,1,0,1,0,9.96482e-06,3.32161e-06,99.999,0.000332161,1.06759e-05,5.33796e-07,99.9991,0,4404,1639,3,2768,1639,2768
31,1609570800,996590,996590,315978,6,0,456272,540302,16,0,0,0,1.60547e-05,0,99.9984,0,953996,627046,315341,315341,315340,0,315340,1,0,0,0,1.59478e-06,0,99.9998,0,638655,311705,311704,312189,2799,311701,484,3,1,1,0,1,0,9.62448e-06,3.20816e-06,99.999,0.000320816,1.03341e-05,5.16705e-07,99.9991,0,3636,840,3,2799,840,2799
32,1609574400,1031642,1031642,327231,7,0,472689,558936,17,0,0,0,1.64786e-05,0,99.9984,0,983555,647315,326586,326586,326585,0,326585,1,0,0,0,1.54484e-06,0,99.9998,0,656969,320729,320728,321226,2880,320724,497,4,1,1,0,1,0,1.24716e-05,3.1179e-06,99.9988,0.00031179,1.10017e-05,5.00078e-07,99.9991,0,5857,2981,4,2880,2981,2880
33,1609578000,1067876,1067876,339044,7,0,488829,579030,17,0,0,0,1.59195e-05,0,99.9984,0,1023513,672824,338404,338404,338403,0,338403,1,0,0,0,1.48627e-06,0,99.9998,0,685109,334420,334419,334985,2932,334415,565,4,1,1,0,1,0,1.1961e-05,2.99025e-06,99.9988,0.000299025,1.06018e-05,4.819e-07,99.9991,0,3984,1056,4,2932,1056,2932
34,1609581600,1105321,1105321,351010,7,0,506208,599096,17,0,0,0,1.53801e-05,0,99.9985,0,1054543,694127,350378,350378,350377,0,350377,1,0,0,0,1.44066e-06,0,99.9999,0,704165,343749,343748,344338,3055,343744,589,4,1,1,0,1,0,1.16364e-05,2.9091e-06,99.9988,0.00029091,1.0265e-05,4.66593e-07,99.9992,0,6629,3578,4,3055,3578,3055
35,1609585200,1146303,1146303,363882,7,0,524946,621340,17,0,0,0,1.48303e-05,0,99.9985,0,1091990,719038,363247,363247,363246,0,363246,1,0,0,0,1.39075e-06,0,99.9999,0,728743,355791,355790,356411,3149,355786,620,4,1,1,0,1,0,1.12426e-05,2.81064e-06,99.9989,0.000281064,9.90486e-06,4.50221e-07,99.9992,0,7456,4311,4,3149,4311,3149
36,1609588800,1184531,1184531,376147,8,0,542780,641729,22,0,0,0,1.85728e-05,0,99.9981,0,1124459,741246,375518,375518,375517,0,375517,1,0,0,0,1.34908e-06,0,99.9999,0,748941,365728,365727,366348,3311,365723,620,4,1,1,0,1,0,1.09371e-05,2.73427e-06,99.9989,0.000273427,1.17826e-05,4.36394e-07,99.999,0,9790,6483,4,3311,6483,3311
37,1609592400,1233910,1233910,391565,9,0,565522,668362,26,0,0,0,2.10712e-05,0,99.9979,0,1164567,768875,390924,390924,390923,0,390923,1,0,0,0,1.3006e-06,0,99.9999,0,773643,377951,377950,378571,3439,377945,620,5,1,1,0,1,0,1.32292e-05,2.64585e-06,99.9987,0.000264585,1.34412e-05,4.20038e-07,99.9989,0,12973,9539,5,3439,9539,3439
38,1609596000,1292815,1292815,409968,11,0,593424,699359,32,0,0,0,2.47522e-05,0,99.9975,0,1208404,799859,409325,409325,409324,0,409324,1,0,0,0,1.25022e-06,0,99.9999,0,799079,390534,390533,391154,3573,390527,620,6,1,1,0,1,0,1.53636e-05,2.5606e-06,99.9985,0.00025606,1.57055e-05,4.02705e-07,99.9987,0,18791,15224,6,3573,15224,3573
39,1609599600,1352604,1352604,428825,13,0,621159,731407,38,0,0,0,2.8094e-05,0,99.9972,0,1257075,833458,428161,428161,428160,0,428160,1,0,0,0,1.19982e-06,0,99.9999,0,828914,405297,405296,405919,3724,405289,622,7,1,1,0,1,0,1.72713e-05,2.46733e-06,99.9983,0.000246733,1.77513e-05,3.85898e-07,99.9985,0,22864,19147,7,3724,19147,3724
40,1609603200,1408977,1408977,446891,15,0,647576,761358,43,0,0,0,3.05186e-05,0,99.9969,0,1293963,860803,446237,446237,446236,0,446236,1,0,0,0,1.16171e-06,0,99.9999,0,847726,414566,414565,415188,3860,414558,622,7,1,1,0,1,0,1.68851e-05,2.41216e-06,99.9983,0.000241216,1.8999e-05,3.7253e-07,99.9984,0,31671,27818,7,3860,27818,3860
41,1609606800,1471884,1471884,466807,17,0,676930,794905,49,0,0,0,3.32907e-05,0,99.9967,0,1339600,893278,466144,466144,466143,0,466143,1,0,0,0,1.11947e-06,0,99.9999,0,873456,427134,427133,427756,4157,427124,622,9,1,1,0,1,0,2.10707e-05,2.34119e-06,99.9979,0.000234119,2.11296e-05,3.58128e-07,99.9982,0,39010,34862,9,4157,34862,4157
42,1609610400,1535149,1535149,487006,21,0,706135,828950,64,0,0,0,4.16898e-05,0,99.9958,0,1388979,927826,486353,486353,486352,0,486352,1,0,0,0,1.07779e-06,0,99.9999,0,902626,441473,441472,442095,4403,441462,622,10,1,1,0,1,0,2.26514e-05,2.26514e-06,99.9977,0.000226514,2.58225e-05,3.443e-07,99.9978,0,44880,40487,10,4403,40487,4403
43,1609614000,1597734,1597734,506940,26,0,734878,862778,78,0,0,0,4.88191e-05,0,99.9951,0,1447770,967001,506278,506278,506277,0,506277,1,0,0,0,1.03413e-06,0,99.9999,0,941492,460723,460721,461345,4586,460706,622,15,2,2,0,2,0,3.25575e-05,4.341e-06,99.9967,0.0004341,3.10697e-05,6.61057e-07,99.9974,0,45556,40984,14,4586,40984,4586
44,1609617600,1655077,1655077,525370,35,0,761426,893551,100,0,0,0,6.04201e-05,0,99.994,0,1490858,997501,524706,524706,524705,0,524705,1,0,0,0,1.00251e-06,0,99.9999,0,966152,472795,472793,473418,4843,472775,623,18,2,2,0,2,0,3.80715e-05,4.23016e-06,99.9962,0.000423016,3.80755e-05,6.39924e-07,99.9968,0,51912,47086,17,4843,47086,4843
45,1609621200,1712338,1712338,543834,40,0,788321,923899,118,0,0,0,6.89116e-05,0,99.9931,0,1552459,1037328,543171,543171,543170,0,543170,1,0,0,0,9.64015e-07,0,99.9999,0,1009288,494157,494155,494782,5046,494135,625,20,2,2,0,2,0,4.0473e-05,4.0473e-06,99.996,0.00040473,4.28507e-05,6.16556e-07,99.9963,0,49015,43988,19,5046,43988,5046
46,1609624800,1765810,1765810,560824,52,0,813661,951994,155,0,0,0,8.77784e-05,0,99.9912,0,1604257,1071555,560133,560133,560132,0,560132,1,0,0,0,9.33223e-07,0,99.9999,0,1044124,511422,511418,512047,5198,511389,625,29,4,4,0,4,0,5.67046e-05,7.82133e-06,99.9943,0.000782133,5.52439e-05,1.19446e-06,99.9953,0,48714,43542,26,5198,43542,5198
47,1609628400,1807751,1807751,574276,57,0,833294,974289,168,0,0,0,9.29332e-05,0,99.9907,0,1644793,1098415,573601,573601,573600,0,573600,1,0,0,0,9.10403e-07,0,99.9999,0,1071192,524814,524809,525440,5339,524774,626,35,5,5,0,5,0,6.66903e-05,9.52719e-06,99.9933,0.000952719,5.94582e-05,1.45731e-06,99.9951,0,48791,43483,31,5339,43483,5339
48,1609632000,1844980,1844980,586080,62,0,850741,994056,183,0,0,0,9.91881e-05,0,99.9901,0,1694864,1129248,585398,585398,585397,0,585397,1,0,0,0,8.85545e-07,0,99.9999,0,1109466,543850,543841,544476,5439,543799,626,42,9,9,0,9,0,7.72272e-05,1.65487e-05,99.9923,0.00165487,6.42396e-05,2.55822e-06,99.9948,0,41556,36151,34,5439,36151,5439
49,1609635600,1878292,1878292,596625,66,0,865840,1012256,196,0,0,0,0.00010435,0,99.9896,0,1723236,1148585,595951,595951,595950,0,595950,1,0,0,0,8.70636e-07,0,99.9999,0,1127285,552634,552625,553298,5524,552579,664,46,9,9,0,9,0,8.32377e-05,1.62856e-05,99.9917,0.00162856,6.78864e-05,2.51431e-06,99.9945,0,43325,37839,38,5524,37839,5524
50,1609639200,1909910,1909910,606723,69,0,880383,1029324,203,0,0,0,0.000106288,0,99.9894,0,1773993,1178959,606030,606030,606029,0,606029,1,0,0,0,8.48206e-07,0,99.9999,0,1167963,572929,572911,573594,5566,572861,665,50,18,18,0,18,0,8.72708e-05,3.14175e-05,99.9913,0.00314175,6.93648e-05,4.91562e-06,99.9944,0,33118,27585,33,5566,27585,5566
51,1609642800,1940403,1940403,616294,70,0,894393,1045803,207,0,0,0,0.000106679,0,99.9893,0,1800589,1197004,615614,615614,615613,0,615613,1,0,0,0,8.35419e-07,0,99.9999,0,1184975,581390,581368,582055,5611,581318,665,50,22,22,0,22,0,8.60008e-05,3.78403e-05,99.9914,0.00378403,6.93773e-05,5.91589e-06,99.9944,0,34245,28663,29,5611,28663,5611
52,1609646400,1970041,1970041,625428,70,0,907781,1062053,207,0,0,0,0.000105074,0,99.9895,0,1833605,1218031,624768,624768,624767,0,624767,1,0,0,0,8.20997e-07,0,99.9999,0,1208837,593263,593241,593929,5668,593190,666,51,22,22,0,22,0,8.59653e-05,3.7083e-05,99.9914,0.0037083,6.84943e-05,5.81805e-06,99.9945,0,31526,25888,30,5668,25888,5668
53,1609650000,1998447,1998447,634367,72,0,920441,1077793,213,0,0,0,0.000106583,0,99.9893,0,1873157,1242220,633699,633699,633698,0,633698,1,0,0,0,8.0501e-07,0,99.9999,0,1239458,608521,608493,609187,5720,608441,666,52,28,28,0,28,0,8.54531e-05,4.60132e-05,99.9915,0.00460132,6.91055e-05,7.27426e-06,99.9944,0,25205,19510,25,5720,19510,5720
54,1609653600,2033600,2033600,645676,73,0,936533,1096851,216,0,0,0,0.000106216,0,99.9894,0,1921155,1271815,645004,645004,645003,0,645003,1,0,0,0,7.86278e-07,0,99.9999,0,1276151,626811,626774,627477,5776,626718,666,56,37,37,0,37,0,8.93411e-05,5.9029e-05,99.9911,0.0059029,6.94263e-05,9.40943e-06,99.9945,0,18229,12473,20,5776,12473,5776
55,1609657200,2070918,2070918,657591,73,0,953939,1116763,216,0,0,0,0.000104302,0,99.9896,0,1945932,1290107,656925,656925,656924,0,656924,1,0,0,0,7.75129e-07,0,99.9999,0,1289007,633182,633145,633848,5832,633089,666,56,37,37,0,37,0,8.84422e-05,5.8435e-05,99.9912,0.0058435,6.8349e-05,9.26342e-06,99.9946,0,23779,17967,20,5832,17967,5832
56,1609660800,2116643,2116643,671922,76,0,975457,1140960,226,0,0,0,0.000106773,0,99.9893,0,1999467,1323926,671261,671261,671260,0,671260,1,0,0,0,7.55329e-07,0,99.9999,0,1328206,652665,652626,653332,5947,652568,667,58,39,39,0,39,0,8.88664e-05,5.9755e-05,99.9911,0.0059755,6.96271e-05,9.52792e-06,99.9945,0,18634,12707,20,5947,12707,5947
57,1609664400,2162696,2162696,686515,78,0,996626,1165838,232,0,0,0,0.000107274,0,99.9893,0,2034475,1348547,685850,685850,685849,0,685849,1,0,0,0,7.41539e-07,0,99.9999,0,1348625,662697,662658,663364,6124,662598,667,60,39,39,0,39,0,9.05391e-05,5.88504e-05,99.9909,0.00588504,7.01975e-05,9.34369e-06,99.9944,0,23191,17089,22,6124,17089,6124
58,1609668000,2209197,2209197,701480,78,0,1017887,1191078,232,0,0,0,0.000105016,0,99.9895,0,2081717,1379514,700809,700809,700808,0,700808,1,0,0,0,7.24893e-07,0,99.9999,0,1380908,678705,678664,679372,6256,678604,667,60,41,41,0,41,0,8.84036e-05,6.04092e-05,99.9912,0.00604092,6.86598e-05,9.60769e-06,99.9945,0,22144,15908,20,6256,15908,6256
59,1609671600,2252801,2252801,714987,81,0,1038723,1213835,243,0,0,0,0.000107866,0,99.9892,0,2113177,1401770,714320,714320,714319,0,714319,1,0,0,0,7.13384e-07,0,99.9999,0,1398857,687450,687409,688117,6484,687349,667,60,41,41,0,41,0,8.72791e-05,5.96407e-05,99.9913,0.00596407,7.00135e-05,9.44261e-06,99.9944,0,26910,20446,20,6484,20446,6484
60,1609675200,2298325,2298325,729246,85,0,1059947,1238119,259,0,0,0,0.000112691,0,99.9887,0,2152699,1428531,728567,728567,728566,0,728566,1,0,0,0,7.0002e-07,0,99.9999,0,1424132,699964,699923,700631,6607,699860,667,63,41,41,0,41,0,9.00046e-05,5.85744e-05,99.991,0.00585744,7.29643e-05,9.26173e-06,99.9941,0,28643,22059,23,6607,22059,6607
61,1609678800,2345668,2345668,744539,89,0,1081926,1263472,270,0,0,0,0.000115106,0,99.9885,0,2207167,1463292,743860,743860,743859,0,743859,1,0,0,0,6.83391e-07,0,99.9999,0,1463307,719432,719391,720100,6724,719325,668,66,41,41,0,41,0,9.1739e-05,5.69894e-05,99.9908,0.00569894,7.44194e-05,9.05399e-06,99.994,0,24468,17770,26,6724,17770,6724
62,1609682400,2397371,2397371,760822,89,0,1106212,1290889,270,0,0,0,0.000112623,0,99.9887,0,2250801,1493100,760131,760131,760130,0,760130,1,0,0,0,6.69748e-07,0,99.9999,0,1490670,732969,732928,733637,6868,732862,668,66,41,41,0,41,0,9.00447e-05,5.59369e-05,99.991,0.00559369,7.28895e-05,8.86786e-06,99.9941,0,27202,20360,26,6868,20360,6868
63,1609686000,2450665,2450665,777963,91,0,1130932,1319455,278,0,0,0,0.000113439,0,99.9887,0,2312559,1532428,777273,777273,777272,0,777272,1,0,0,0,6.52559e-07,0,99.9999,0,1535286,755155,755113,755823,6989,755043,668,70,42,42,0,42,0,9.26962e-05,5.56177e-05,99.9907,0.00556177,7.36559e-05,8.86404e-06,99.9941,0,22159,15199,29,6989,15199,6989
64,1609689600,2503928,2503928,795092,95,0,1155592,1348046,290,0,0,0,0.000115818,0,99.9884,0,2359999,1564620,794407,794407,794406,0,794406,1,0,0,0,6.39133e-07,0,99.9999,0,1565592,770213,770171,770881,7084,770098,668,73,42,42,0,42,0,9.4779e-05,5.45304e-05,99.9905,0.00545304,7.52259e-05,8.67991e-06,99.994,0,24235,17183,32,7084,17183,7084
65,1609693200,2562283,2562283,813550,95,0,1183004,1378989,290,0,0,0,0.00011318,0,99.9887,0,2422040,1604790,812858,812858,812857,0,812857,1,0,0,0,6.23134e-07,0,99.9999,0,1609182,791932,791888,792600,7160,791814,668,74,44,44,0,44,0,9.34424e-05,5.55603e-05,99.9907,0.00555603,7.36035e-05,8.87275e-06,99.9941,0,20969,13840,31,7160,13840,7160
66,1609696800,2619218,2619218,831521,99,0,1209547,1409371,300,0,0,0,0.000114538,0,99.9885,0,2475610,1640458,830831,830831,830830,0,830830,1,0,0,0,6.09586e-07,0,99.9999,0,1644779,809627,809583,810296,7262,809506,669,77,44,44,0,44,0,9.51055e-05,5.4346e-05,99.9905,0.0054346,7.45665e-05,8.67969e-06,99.9941,0,21247,14019,34,7262,14019,7262
67,1609700400,2672382,2672382,848340,105,0,1234251,1437814,317,0,0,0,0.000118621,0,99.9881,0,2526271,1674113,847642,847642,847641,0,847641,1,0,0,0,5.97331e-07,0,99.9999,0,1678629,826471,826427,827140,7342,826347,669,80,44,44,0,44,0,9.67971e-05,5.32384e-05,99.9903,0.00532384,7.69384e-05,8.50576e-06,99.9939,0,21214,13909,37,7342,13909,7342
68,1609704000,2725438,2725438,865100,106,0,1258420,1466699,319,0,0,0,0.000117045,0,99.9883,0,2575295,1706951,864396,864396,864395,0,864395,1,0,0,0,5.8584e-07,0,99.9999,0,1710899,842555,842510,843224,7392,842427,669,83,45,45,0,45,0,9.85099e-05,5.3409e-05,99.9902,0.0053409,7.63989e-05,8.5309e-06,99.9939,0,21885,14532,39,7392,14532,7392
69,1609707600,2775295,2775295,880776,111,0,1281851,1493112,332,0,0,0,0.000119627,0,99.988,0,2622246,1738176,880072,880072,880071,0,880071,1,0,0,0,5.75316e-07,0,99.9999,0,1742174,858104,858059,858773,7480,857971,669,88,45,45,0,45,0,0.000102552,5.24412e-05,99.9897,0.00524412,7.83755e-05,8.37743e-06,99.9938,0,22012,14576,44,7480,14576,7480
70,1609711200,2829429,2829429,897363,112,0,1306836,1522259,334,0,0,0,0.000118045,0,99.9882,0,2675393,1772944,896659,896659,896658,0,896658,1,0,0,0,5.64034e-07,0,99.9999,0,1778734,876285,876239,876954,7577,876150,669,89,46,46,0,46,0,0.000101565,5.24943e-05,99.9898,0.00524943,7.73912e-05,8.39622e-06,99.9939,0,20419,12886,44,7577,12886,7577
71,1609714800,2876190,2876190,912262,115,0,1328095,1547751,344,0,0,0,0.000119603,0,99.988,0,2722834,1804046,911544,911544,911543,0,911543,1,0,0,0,5.5431e-07,0,99.9999,0,1811290,892502,892444,893173,7635,892351,671,93,58,58,0,58,0,0.000104201,6.49858e-05,99.9896,0.00649858,7.85969e-05,1.04078e-05,99.9938,0,19099,11500,36,7635,11500,7635
72,1609718400,2916769,2916769,925100,117,0,1346688,1569731,350,0,0,0,0.000119996,0,99.988,0,2756340,1827128,924376,924376,924375,0,924375,1,0,0,0,5.47307e-07,0,99.9999,0,1831964,902752,902694,903423,7722,902601,671,93,58,58,0,58,0,0.000103018,6.4248e-05,99.9897,0.0064248,7.86307e-05,1.02716e-05,99.9938,0,21681,13995,36,7722,13995,7722
